movieId,title,genres,imdbId,tmdbId,overview
127300,Panda! Go Panda! Rainy Day Circus (1973),Animation|Children,70505,123867,The family consisting of two pandas and one girl lives happily when suddenly a little tiger appears at their home. It arrives that the circus had come to their town. All of a sudden starts the pouring rain but it can't stop them.
127302,Nine Miles Down (2009),Horror|Mystery|Thriller,812352,26722,"In the Sahara desert, a sandstorm batters a deserted drilling station. A security patrolman battles through the high winds to investigate why all contact with the station has been lost. Originally built for gas exploration, and then abandoned, the site had recently been taken over by a multi-national research team intent on drilling deeper into the earth’s crust than ever before."
127307,All Together (2011),Comedy|Drama,1674057,86391,Five old friends decide to move in together as an alternative to living in a retirement home. Joining them is an ethnology student whose thesis is on the aging population.
127309,Teen Spirit (2011),Comedy|Drama|Fantasy,1845866,73108,"Amber, a mean popular girl who gets electrocuted and dies, is not allowed to enter into heaven unless she helps the least popular girl in school become Prom Queen within a week, but things do not go as planned."
127311,The Forbidden Room (2015),Comedy|Drama|Mystery|Romance,3066630,315855,"A submarine crew, a feared pack of forest bandits, a famous surgeon, and a battalion of child soldiers all get more than they bargained for as they wend their way toward progressive ideas on life and love."
127313,Evilenko (2004),Crime|Horror|Thriller,406754,46342,"For years, Andrei Evilenko eluded the obsessive Detective Lesiev and the psychiatric profiler Aron Richter. Spurred on by his rabid fury at the gradual crumbling of his precious Soviet Union, Evilenko is a man who will live, die and kill as a communist."
127315,Alien Outpost (2014),Action|Sci-Fi|Thriller,2474972,312526,A documentary crew follows an elite unit of soldiers in the wake of an alien invasion.
127319,The Loft (2014),Thriller,1850397,72784,"For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant."
127321,[REC] 4: Apocalypse (2014),Horror|Thriller,1649443,185341,"Ángela Vidal, the young television reporter who entered the building with the firemen, manages to make it out alive. But what the soldiers don't know is that she carries the seed of the strange infection. She is to be taken to a provisional quarantine facility, a high-security installation where she will have to stay in isolation for several days. An old oil tanker, miles off shore and surrounded by water on all sides, has been especially equipped for the quarantine."
127323,Vice (2015),Action|Adventure|Sci-Fi|Thriller,3480796,307663,"Julian Michaels has designed the ultimate resort: VICE, where anything goes and the customers can play out their wildest fantasies with artificial inhabitants who look, think and feel like humans. When an artificial becomes self-aware and escapes, she finds herself caught in the crossfire between Julian's mercenaries and a cop who is hell-bent on shutting down Vice, and stopping the violence once and for all."
127331,The Well (1951),Drama|Film-Noir|Thriller,44202,29112,"In a racially mixed American town, a five-year-old black girl falls unnoticed into a hidden, forgotten well on her way to school. Having nothing better to go on, the police follow up a report that the child was seen with a white stranger, and rumors run wild. Before hapless, innocent Claude Packard is even found, popular hysteria has him tried and convicted. But is he guilty?"
127390,Family Guy Presents: Blue Harvest (2007),Animation|Comedy,888817,278468,
127419,Sanatorium (2013),Thriller,2004419,248576,"On a bitterly cold December night, a paranormal investigations team has set their sights on the bloody Hillcrest Sanatorium to answer the age old question: Is there life after death? With rumours of hauntings and local children gone missing, they may just get their answer the hard way when members of the team mysteriously disappear, leaving behind unnerving evidence."
127433,High School Hellcats (1958),Crime|Drama,51725,62037,"The Hellcats are an all-female gang bent on bucking authority at their high school. New student Joyce moves into the neighborhood and quickly draws their attention. Desperate for acceptance and unhappy with her home life, she becomes close to the Hellcats and begins drinking, dancing and meeting boys. Can Joyce's parents stop her descent into depravity?"
127441,Last Days in Vietnam (2014),Documentary|War,3279124,250761,"During the chaotic final weeks of the Vietnam War, the North Vietnamese Army closes in on Saigon as the panicked South Vietnamese people desperately attempt to escape. On the ground, American soldiers and diplomats confront a moral quandary: whether to obey White House orders to evacuate only U.S. citizens."
127443,Manakamana (2013),Documentary,3103326,213684,A documentary about a group of pilgrims who travel to Nepal to worship at the legendary Manakamana temple.
127445,Saturday Night (2010),Documentary,1580427,295069,"With unprecedented access to the behind the scenes process of the writers, actors and producers, Franco and his crew document what it takes to create one full episode of Saturday Night Live."
127449,Hippie Masala - Forever in India (2006),Documentary,1131674,34630,"In the 1960s and 70s thousands of hippies journeyed east to India in search of enlightenment.Hippie Masala is a fascinating chronicle about flower children who,after fleeing Western civilization,found a new way of life in India."
127451,A Grain of Truth (2015),Thriller,3667610,278677,"A big shot prosecutor Teodor Szacki divorces his wife and leaves Warsaw to “start a new life” in picturesque town in south­east Poland ­ Sandomierz. After a short while he is called in to investigate a strange and mysterious murder case. Alienated in provincial reality he struggles to find a killer, when he stumbles upon more victims. While the investigation continues he realizes that all murders are connected to alleged historical Jewish ritual killings. Those murders prompt a wave of anti­Semitic hysteria in the town. In his investigation Szacki must wrestle with the painful tangle of Polish­Jewish relations and real findings of his work ­ that roots of some legends arefantasy, not a grain of truth…"
127453,The Photographer (2014),Drama,3646722,299796,"The Photographer is an elusive serial killer operating in modern-day Moscow. He leaves numbered tiles at the scenes of his crimes, similar to those placed at crime scenes by forensic teams. The investigation points to the old Red Army barracks in Legnica, and to events dating back to the 1970s. One of the people involved in the investigation is Natasha - the only person to have survived an encounter with The Photographer."
127455,Down to Earth (1994),Drama,109384,126376,"The film tells a story of Mariana, a nurse who leaves Lisbon to accompany an immigrant worker in a comatose sleep on his trip home to Cape Verde. The devoted Portuguese nurse took a journey only to find herself lost in abstract drama."
127484,Karen Cries on the Bus (2011),Drama,1754003,88599,"Karen discovers, after 10 years of marriage, she has left behind her dreams devoting herself to home chores and realizes it has been a mistake that cost her her youth. She decides then to separate and go in search of a life of its own. With her savings she rents a room in the center of Bogota and tries to get a job, but her age and inexperience makes it difficult. Karen will have to decide between returning to the stability of a relationship or facing life for herself."
127498,Private Confessions (1996),Drama,115164,62352,"Five conversations frame a flawed marriage in this film written by Ingmar Bergman about his parents. Guilt-ridden wife Anna (Pernilla August) divulges an extramarital affair to a priest, her uncle Jacob (Max von Sydow). He presses her to confess her sins to her husband, Henrik. As the film moves back and forth in time, the notion of truth is tested. Tomas, the lover, and Henrik will find that Anna's confessions do not absolve anyone, and have the power to inflict more pain."
127567,Landscape Suicide (1987),Crime|Drama,206871,125305,Benning continues his examination of Americana in this film through the stories of two murderers. Ed Gein was a Wisconsin farmer and multiple murderer who taxidermied his victims in the 1950s. Bernadette Protti was a California teenager who stabbed a friend to death over an insult in 1984.
127569,One Way Boogie Woogie (1977),Documentary,206988,217477,Sixty one-minute shots with no camera movement. This tension between painterly and cinematic space is not only experienced as an intellectual contrast but is also felt as a dialectic between permanence and impermanence.
127573,13 Lakes (2004),Documentary,445158,36067,"Shots of 13 great lakes in the USA, with each shot containing half water and half sky or land."
127575,Ruhr (2009),Documentary,1528792,36120,Seven entirely static shots make up James Benning's quiet reflection on existence in the Ruhr Valley.
127579,Black Venus (2010),Drama,1401643,56405,"The true story of Saartje Baartman, a black South African worker who moves to London with her master in the early 19th century. Although she dreams of being an artist, once in Europe she is exploited as a sideshow attraction due to her large buttocks and genitalia."
127581,Poetical Refugee (2000),Drama,239388,72480,"Like a Candide dreaming of Eldorado, Jallel lands in France, hoping to try his luck. From encounter to encounter, hostel to social welfare group, Jallel will make his way through a Paris of outcasts. Although failing to achieve his hopes, he discovers and shares in the solidarity felt by the destitute. –uniFrance"
127583,Chuck Norris vs Communism (2015),Documentary,2442080,312152,"In late eighties, in Ceausescu's Romania, a black market VHS bootlegger and a courageous female translator brought the magic of Western films to the Romanian people and sowed the seeds of a revolution."
127585,Fear Clinic (2014),Horror,2165765,287524,A doctor works to cure patients suffering from crippling phobias by placing them inside his invention which induces and controls hallucinations.
127587,The Seven Males (1951),Comedy|Western,42965,30131,"Rosario, the niece of the rancher, returns to the ranch after ten years of absence. She takes in Margarito, a worker at the ranch, who is immediately smitten by her. Rosario is rescued from a runaway horse by the Seven Men, an outlaw a la Robin Hood that steals from the rich and gives to the poor. He also happens to be the twin brother of Margarito, unbeknownst to him. The confusion between Margarito and the Seven Men generates great comical situations in the film."
127606,The Questor Tapes (1974),Sci-Fi,70585,62432,"Project Questor is brainchild of the genius Dr. Vaslovik: he developed plans to build an android super-human. Although he's disappeared and half of his programming tape was erased in the attempt to decode it, his former colleagues continue the project and finally succeed. But Vaslovik seems to have installed a secret program in Questor's brain: He flees and starts to search for Vaslovik. Since half of his knowledge is missing, he needs the help of Jerry Robinson, who's now under suspect of having stolen the android."
127608,The UFO Incident (1975),Drama|Romance|Sci-Fi,73834,86598,"In the early 1960s, an interracial couple undergo hypnosis, which unlocks memories of a forgotten event on a lonely road. Soon they believe they were abducted by extraterrestrials."
127610,Average Italian (2015),Comedy,4142022,320316,A committed environmentalist whose hyperfixation with everything that's wrong with the world is taking a toll on his marriage tries a pill that reduces human brain capacity from the usual 20% to a mere 2%. Which puts him on a par with your typical man on the street.
127614,Lure of the Sila (1949),Drama,41609,225184,"Returning home after a night of love spent in a woodman's hut with Orsola, Pietro is arrested by the police for a crime he did not commit. His mother and youngest sister, Rosaria, go to Orsola begging her to provide Pietro with the alibi that will clear him. But Rocco, Orsola's brother, dreading a family scandal, constrains Orsola to silence. Condemned despite his innocence, Pietro escapes from prison, but the police track him down and kill him, and his mother, before the eyes of Rosaria. Years pass, and one day Rocco stumbles upon a half-frozen young woman lying in the snow. He takes her home and confides her to the care of Orsola. Later, yielding to the pleas of Orsola, Rocco and Rocco's son, Salvatore, the girl stays on in the house, and Salvatore falls in love with the beautiful stranger, who is careful to keep the family members from learning she is Rosaria, the grown up sister of Pietro seeking revenge for the deaths of her brother and mother."
127622,The House of Intrigue (1956),Drama|War,49450,237171,A radio operator for the British Army is captured in a Nazi-occupied Dutch city.
127626,Under Ten Flags (1960),Drama|War,54328,146563,"""Under Ten Flags"" is a WWII movie loosely  based on the true story of the German navy commerce raider Atlantis, a converted Auxilliary Cruiser, and her Captain Bernhard Rogge.  Atlantis, camouflaged as a merchant ship, cruised the South Seas ( Atlantic, Indian &amp; Pacific) and sank or captured 22 merchant ships from May 1940 through November 22, 1941 when she was sunk by the British Cruiser HMS Devonshire.  Rogge was one of the few German officers of flag rank who were not arrested by the Allies after the war ended. This was due to the very proper and ethical way he exercised his command of Atlantis. After the war he advanced to Rear Admiral in the West German Navy and became a high-ranking NATO commander."
127630,The Legend of Awesomest Maximus (2011),Action|Comedy,1059887,51261,A clueless Trojan general must meet an unbeatable Greek warrior on the battlefield.
127634,Sebastian (1968),Drama|Romance,63570,12796,"Sebastian is an undisciplined mathematics genius who works in the ""cipher bureau"" of the British Intelligence. While cracking enemy codes, Sebastian finds time to romance co-worker Rebecca Howard."
127636,The Strange Affair (1968),Crime|Drama,63647,155459,"When rookie P.C. Strange falls for an under aged girl, he is unknowingly compromised by a pair of pornographers. Meanwhile, seasoned Det. Pierce is out to catch mob boss Quince and soon both plots intertwine."
127640,I Start Counting (1970),Thriller,64462,96243,An English schoolgirl suspects the foster brother she worships is a serial killer.
127642,Madame Sin (1972),Thriller,67375,55032,A CIA agent is used as a pawn in an insane woman's plan to steal a Polaris submarine.
127644,The Trial of Lee Harvey Oswald (1977),Drama,76841,257605,The bizarre story behind the man accused of assassinating John F. Kennedy and what might have happened had he been brought to trial.
127652,We Are Young. We Are Strong. (2014),Drama,4076058,302376,"On 24th August 1992 in the eastern German city of Rostock, a rampaging mob, to the applause and cheering of more than 3,000 bystanders, besieged and set fire to a residential building containing, among others, more than 120 Vietnamese men, women, and children on what has since become known as ""The Night of the Fire."" The riots became a symbol of xenophobia in the just-reunited Germany. This film recounts the incident from the perspectives of three very different characters."
127654,Relationship Status: It's Complicated (2014),Comedy|Romance,3202408,255913,"Thirty-year-old Ben is about to marry Juliette. His quiet, ordered life will fall to pieces when he meets up again with the person he secretly wants to see the most: Vanessa, the high school bombshell who never so much as looked in his direction.  She's back in Paris, and the only person she now knows is him…"
127656,Mr. Kinky (1968),Comedy,63464,186629,"In this comedy, a guru’s groupie plans to seduce him so she can number him among her many conquests."
127658,Calculator (2014),Sci-Fi,3105350,316269,"Ten prisoners condemned to exile on a hostile planet XT-59 must pave the way through swamp to reach the Islands of Happiness, the only safe area on the planet, before the harsh climate or the underground horrors kill them all."
127667,Riviera (1954),Comedy|Drama,46352,276518,"A prostitute goes on vacation to a beach resort with her young daughter (who's being schooled by nuns). Everything is cheerful and pleasant at the seashore; the customers at the hotel think she's a poor widow  - she always wears black - and treat her like a lady. But when one of her former clients arrives, her carefree days on the beach are numbered."
127669,Guendalina (1957),Comedy,49282,199198,"Wealthy teenager Guendalina is a child of divorce. Oberdan, likewise a teenager, is a boy from a blue-collar family. Escaping from the tribulations of her home life, Guendalina creates a dream world of her own, casting Oberdan as her personal Prince Charming. Despite parental objections, girl and boy fall in love. Interestingly enough, the relationship between Guendalina and Oberdan remains pure and chaste throughout their film, which is more than can be said for their parents. their respective parents behave with marked laciviousness."
127681,Come Have Coffee with Us (1970),Comedy,67932,73697,"At age 50, tax inspector Emerenziano decides to settle down and aims to the three Tettamanzi sisters, who, though not young or pretty by any means, have recently inherited a large amount of money."
127721,Yeti: The Giant of the 20th Century (1977),Adventure|Fantasy,76937,92316,Professor Wassermann is asked by industry magnate Morgan Hunnicut to lead an expedition to study the giant Yeti creature found frozen in a large ice block on Newfoundland's coast. The professor does not know that Hunnicut intends to use the prehistoric creature as a trademark of its multinational industrial group. A very big mistake.
127724,The Retrieval (2013),Drama|Western,2635006,169800,"On the outskirts of the Civil War, a boy is sent north by a bounty hunter gang to retrieve a wanted man."
127728,Back Soon (2007),Drama|Romance,847833,54325,"Back Soon is a story of love, loss, identity and hope. It follows the relationship between aspiring actor Logan Foster and reformed drug dealer Gil Ramirez, two men who find themselves inexplicably drawn together despite their disparate backgrounds, and the fact that they both regarded themselves as straight. However, their bond is soon threatened by Gil's mysterious past and a startling revelation about the true nature of their connection. Neither man is prepared for this, nor the impact it will have on their lives."
127831,Tintin and I (2003),Documentary,378879,75224,"Why do the comic-strip Adventures of Tintin, about an intrepid boy reporter, continue to fascinate us decades after their publication? ""Tintin and I"" highlights the potent social and political underpinnings that give Tintin's world such depth, and delve into the mind of Hergé, Tintin's work-obsessed Belgian creator, to reveal the creation and development of Tintin over time. Rare and surprisingly candid 1970s interviews reveal the profound insecurities and anxieties that drove Hergé to produce stories that have not only entertained millions of children but also helped to satisfy a personal longing for self-expression."
127837,Paz! (2002),Comedy,309992,56482,"Inspired by the work of Italian underground comic book prodigy Andrea Pazienza, ""Paz!"" is a 24-hour slice of life of a group of university students sharing a flat in 1970s Bologna, grappling with drugs, classes, girls and half-hearted political activism."
127843,Antarctica (1983),Adventure|Drama,85991,17895,"Two Japanese scientists, Ushioda and Ochi, develop a bond with their sled dogs while on an expedition in Antarctica."
127845,"Back to the Garden, Flower Power Comes Full Circle (2009)",Documentary,1436553,275468,"In 1988, filmmaker Kevin Tomlinson filmed & interviewed a group of back-to-the- land ""hippies""--living off-grid, insulated from mainstream culture. In 2006 he tracked down his subjects again to find out what had become of their families' utopian plans and dreams."
127851,Incredible Rocky Mountain Race (1977),Drama,76192,110123,"An old man observes a boy bullying his playmates and treats him to a morality lesson. The man tells the story of the epic cross-country race between a young Mark Twain and his rival, Mike Fink. The bulk of the film depicts the race, which proves to be more a test of character than of stamina"
127857,What the Day Owes the Night (2012),Drama|Romance,1934205,119193,"Algeria, the 1930s. Younes is nine years old when he is put in his uncle's care in Oran. Rebaptized Jonas, he grows up among the Rio Salado youths, with whom he becomes friends. Emilie is one of the gang; everyone is in love with her. A great love story develops between Jonas and Emilie, which is soon unsettled by the conflicts troubling the country."
127859,Scourge (2008),Horror|Mystery|Sci-Fi,1137477,16925,"The ancient creature, The Scourge, long confined in a church, wreaks havoc in a small town. Bodies accumulate as Scott and Jessie, rekindling their love, become the town's last defense against the unleashed menace."
127861,The Last Gladiators (2011),Documentary,2044040,93103,"In ice hockey, no one is tougher than the ""goon"". Those players have one mission: to protect the star players at any price. Exploring the violent world of hockey fights, Academy Award winner Alex Gibney (""Taxi to the Dark Side"") looks at the world of the NHL enforcers and specifically the career of Chris ""Knuckles"" Nilan who helped the Montreal Canadiens win the Stanley Cup."
127873,Jay Mohr: Funny for a Girl (2012),Comedy,2384296,250624,"Jay Mohr's newest one hour special, and the first in over 7 years, is a hilarious set of stories of the challenges of raising two kids, keeping his family on the right path, along with his legendary impressions (Christopher Walken, Norm MacDonald, Adam Sandler and a host of others) and riotous real life Hollywood stories. As Jay says, ""the stories are all true"" and they're all funny too."
127875,The Gold Spinners (2013),Documentary,3216380,282042,"The Gold Spinners is a story about the birth, glory, and disappearance of a peculiar, invisible, and mighty business empire, the film studio Eesti Reklaamfilm, the only company producing commercials in the Soviet Union."
127877,Kawa (2010),Drama,1754277,105891,"A psychological drama of a family in crisis. Kawa, a successful Māori businessman in Auckland, New Zealand, is forced to reveal his lifelong secret - that he is gay."
127879,Adjust Your Tracking (2013),Documentary,2395133,183910,A documentary capturing the modern day VHS culture and VHS collectors.
127881,Addicted to Plastic (2008),Documentary,1572965,24707,"Reveals the history and worldwide scope of plastics pollution, investigates its toxicity and explores solutions. From styrofoam cups to artificial organs, plastics are perhaps the most ubiquitous and versatile material ever invented. No invention in the past 100 years has had more influence and presence than synthetics. But such progress has had a cost."
127957,Min så kallade pappa (2014),(no genres listed),2923652,289278,"Pregnant Malin have no where to go, when her boyfriend breaks up. As a last resort she seeks up her father Martin, even tho they never met. But then before Malin get to tell who she is. Martin gets a stroke and when he wake up he dont remember who he is."
127974,100 Bloody Acres (2012),Comedy|Horror,2290065,126757,"Reg and Lindsay run an organic fertiliser business. They need a fresh supply of their ""secret ingredient"" to process through the meat grinder. Reg comes across two guys and a girl with a broken-down vehicle on their way to a music festival."
127993,Evenings on a Farm near Dikanka (1961),Comedy|Fantasy|Romance,57637,83429,"The story that happened on the farm near Dikanka on the night before Christmas, when the village blacksmith Vakula, having saddled the Devil, brought to his beloved Oksana, the daughter of a rich Cossack Chub, queen's ""сherevichki""(the little women shoes) from the capital — St. Petersburg."
128085,Light the Fuse... Sartana Is Coming (1970),Western,66167,83124,"Wily roving gunslinger Sartana arrives in a small town and tries to find a hidden fortune of half a million dollars in gold and two million dollars in counterfeit money. Naturally, a bunch of other treacherous folks who include conniving widow Senora Manassas, shrewd fellow gunslinger Grand Full, and the vicious and unhinged General Monk are also looking to get their greedy hands on said fortune."
128089,Kevin Hart: I'm a Grown Little Man (2009),Comedy,1420554,27866,"Fresh off the heels of appearing in movies like Superhero Movie and The 40 Year-Old Virgin, fast-talking comedian Kevin Hart stars in this live stand-up performance where he makes fun of everything and everybody - especially himself."
128091,Craig Ferguson: A Wee Bit o' Revolution (2009),Comedy,1395034,17485,"Craig Ferguson, the Scotland-born host of the Emmy-nominated ""The Late Late Show,"" takes the stage at Boston's Wilbur Theatre for this performance captured during the East Coast leg of his 2008 stand-up tour. Known for his amusing observations and wry humor, the newly anointed United States citizen takes a swing at a variety of pop culture topics."
128093,"Bo Burnham: Words, Words, Words (2010)",Comedy,1747960,47911,"Bo Burnham is back with a new one-man show full of his patented songs and wordplay, as well as haikus, dramatic readings, blasphemy, and so much more in his first hour-long special, shot live in his home town of Boston."
128099,Jim Jefferies: BARE (2014),Comedy,3958494,289333,"Smart, crude, and in-your-face, Australian comic/actor/equal-opportunity-offender Jim Jefferies is not for the faint of heart. Whether he is lampooning gun control, auditioning disabled actors, or over-sharing sexual experiences, the FXX ""Legit"" star proves nothing is out of bounds and even less, off limits. Filmed during the Boston run of his recent stand up tour."
128149,Not Safe for Work (2014),Thriller,2226495,256347,"Tom, a legal firm assistant, spots a suspicious man outside the court and follows him. Later, he gets trapped in a building with the same man who turns out to be a hitman."
128151,Il piccolo diavolo (1988),Comedy|Fantasy|Romance,95869,43645,"Father Maurice, a priest living in a residential college for priests in Rome, is called out one day to ""exorcise"" the devil from someone. The devil turns out to be in the form of a fun-loving man called Giuditta. What Father Maurice doesn't know is that this type of devil will turn his life around."
128157,People in Places (2013),Comedy|Drama,3091242,212836,"A fragmented view of contemporary Spain, drawing conclusions about the persistence of the human condition, strangeness, and the chaos within relationships."
128167,Beer for My Horses (2008),Action|Comedy,1178640,15926,"""Beer for My Horses"" tells the story of two best friends that work together as deputies in a small town. The two defy the Sheriff and head off on an outrageous road trip to save the protagonist's girlfriend from drug lord kidnappers."
128169,Beethoven's 3rd (2000),Children|Comedy,206588,24476,"Everyone's favorite St. Bernard returns in this family film about man's best friend. Richard Newton, his wife Beth and kids Brennan and Sara shove off in their camper for a road trip. Along the way, they gain a new passenger: slobbery Beethoven. The Newtons plan to return Beethoven to his owner -- but not before he turns hero when a pair of thieves enter the picture."
128171,Beethoven's 5th (2003),Adventure|Children|Comedy,342108,24477,"When Sara takes Beethoven to spend summer vacation with wacky Uncle Freddie in an old mining town, the mischievous canine ""digs up"" the missing clue to a legendary hidden fortune of Rita and Moe Selig. Now everybody wants to be the dog's best friend as his discovery unleashes a frenzy of treasure hunting among the community's cast of kooky creatures. With help from Uncle Freddie and Garrett (a friend or maybe more), Sara and Beethoven try to help uncover a secret that has been in the crazy little town for years."
128173,Beethoven's Big Break (2008),Children|Comedy,1176410,13955,"Eddie, a struggling animal trainer and single dad suddenly finds himself the personal wrangler for a large and lovable St. Bernard whose fabulous movie ""audition"" catapults the dog to stardom. However, a trio of unscrupulous ne'er-do-wells have plans to kidnap the famous dog and hold him for ransom."
128175,Beethoven's Treasure Tail (2014),Action|Adventure|Children,3124476,295887,"After everyone's favorite St. Bernard gets fired from a movie, Beethoven begins the long journey home with his trainer, Eddie. On their way, they become stranded in a small coastal town where the beloved canine befriends a young boy who is searching for buried treasure."
128187,Freedom Song (2000),Drama,213668,47208,"Freedom Song is a made-for-TV film based on true stories of the Civil Rights Movement in Mississippi in the 1960s. It tells the story of the struggle of African Americans to register to vote in the fictional town of Quinlan. In the midst of the Freedom Summer, a group of high school students in the small town are eager to make grassroots changes in their own community. The young activists meet resistance not only from white southerners, but from their parents, who have experienced firsthand the violence that can result from speaking out. As high school students band together with the support of the Student Nonviolent Coordinating Committee, they make strides in registering African-American voters and gaining awareness for their cause."
128195,Griffin and Phoenix (1976),Drama,74592,252735,"Griffin has been diagnosed with terminal cancer. Instead of quietly facing his death, he decides to have fun in the time remaining. At a college class on death, he meets Phoenix, who has terminal leukemia."
128201,Hercules (2005),Action|Adventure|Fantasy,420408,22211,
128209,Madison Avenue (1962),Drama,56209,82937,An adman and an adwoman put a dangerous milk tycoon in line for the White House.
128215,Pulse (1988),Horror|Sci-Fi|Thriller,95924,32033,"An intelligent pulse of electricity moves from house to house, terrorizing occupants through their own appliances. Having already destroyed one household in a quiet neighborhood, the pulse finds itself in the home of a boy and his divorced father."
128239,The Adventures of Hercules (1985),Comedy|Fantasy,89271,30577,"Hercules searches for the Seven Thunderbolts of Zeus, which have been stolen by renegade gods."
128247,The Corsican Brothers (1941),Adventure,33490,43800,"Cultured Mario and outlaw Lucien, twins separated at birth, join forces to avenge their parents' death at the hands of evil Colonna. Because each feels all the same sensations experienced by the other, swordplay is difficult for them. Worse yet, raised very differently, they struggle to find common ground between their conflicting personalities. But to defeat their enemy, the two will have to overcome the obstacles and work as a team."
128249,The Great Scout & Cathouse Thursday (1976),Action|Comedy|Western,74588,50953,"Sam Longwood, a frontiersman who has seen better days, spies the gold-mine partner, Jack Colby, who ran off with all the gold from a mine they were prospecting fifteen years earlier. He tells his other partners from that time, Joe Knox and Billy, and they confront Colby demanding not only the thousand dollars he took but an addition fifty-nine thousand for their trouble. After being thwarted in this attempt, they, and a would-be named Thursday, hatch a plan to kidnap Colby's wife, Nancy Sue, who is coincidently Sam's old flame, but find that Nancy Sue is not the sweet girl that Sam remembers."
128269,Tyler Perry's A Madea Christmas (2011),Comedy,2041534,239650,"When a family meets for Christmas at their posh Cape Cod estate, family arguments and secrets cause a stir. It takes a real down-to-earth family - like Aunt Bam and the almighty Madea - to save this holiday."
128273,Inseparable (2011),Comedy|Drama|Mystery|Thriller,1032763,51245,"A troubled engineer faces pressure at work and problems at home with his moody wife. American expat Chuck, rescues him from the brink of despair and becomes an unlikely mentor."
128277,Break-in (1939),Comedy,31345,64423,An employee at a jewelry store falls in love with a woman who secretly plans to rob the store.
128279,Sylvia and the Ghost (1946),Comedy|Fantasy|Romance,38146,43486,"A teenager becomes fixated on a painting of the handsome suitor who died in a duel for her grandmother's love. On her sixteenth birthday, her father hires three men who pretend to be the ghost of the suitor to entertain her. Little do they know, the ghost of the suitor himself is roaming the castle halls."
128283,The Red Inn (1951),Comedy|Crime,43303,28190,"A group of travelers, including a monk, stay in a lonely inn in the mountains. The host confesses the monk his habit of serving poisoned soup to the guests, to rob their possessions and to bury them in the backyard."
128301,Jungle Fighters (1961),Drama|War,54037,68198,"Based on a play by Willis Hall. A troop of British soldiers are out in the jungle to record jungle noises and troop noises in the jungle so that the recordings can be played back by other troops to divert the enemy to their whereabouts. As they progress to what they think is closer to the base camp they find themselves farther and farther from radio range until the only channel they can get clearly is that of a Japanese broadcast. They now realize they are probably only 10 to 15 miles from a Japanese camp! The tension is added to by rowdy and openly admitted ""non-hero"" Private Bamforth who has nothing good to say about anyone and especially Corporal Johnstone (who holds an equal dislike for Bamforth). When a Japanese soldier is taken as their prisoner, the true colours of each man comes to the surface"
128303,Austin High (2011),Comedy,1683524,110553,What would happen if a group of high school slackers grew up and became the faculty at their own high school?
128305,They All Lie (2009),Drama,1411973,128062,"A group of girls and boys in their twenties settle in a country house that seems completely isolated from civilization, invited by Helena, who plans something humiliating for one of the guests."
128308,The Princess of Egypt (2013),Drama,2421224,256779,"Marja tries to make ends meet by taking night shifts in a newspaper delivery service, apparently mostly carried out by foreigners. During the day, she sleeps and strives to raise her little daughter as best as she can. As a single parent and lacking a solid income, life is a constant struggle. Things are about to go from bad to worse when she meets her ex-boyfriend whose obsessive demeanour about whether he is the father of Marja´s child will drive her to the edge of sanity."
128316,"The Tree, the Mayor and the Mediatheque (1993)",Comedy,106301,134463,The socialist mayor of a small village in France dreams of building an arts center but he runs up against some opposition.
128318,Charlie Victor Romeo (2013),Documentary|Drama|Thriller,2489512,158933,Award winning theatrical documentary derived entirely from 'Black Box' transcripts of six real-life major airline emergencies brought to the screen with cutting-edge stereoscopic 3D technology.
128320,Monty Python: Almost the Truth - Lawyers Cut (2009),Comedy|Documentary,1422182,138394,
128322,Super Duper Alice Cooper (2014),Documentary,3228830,261814,"Emerging from the Detroit music scene of the 1970s in a flurry of long hair and sequins, Alice Cooper restored hard rock with a sense of showmanship, while simultaneously striking fear into the hearts of Middle America with the chicken-slaughtering, dead-baby-eating theatrics that would cement his identity as a glam metal icon. Meticulously crafted from rare archival footage, Super Duper Alice Cooper tells the story of the man behind the makeup, Vincent Furnier, the son of a preacher, who got caught in the grip of his own monster."
128324,Lunopolis (2009),Sci-Fi,1539313,82649,"When two documentary filmmakers find evidence of a hidden base on the moon, they quickly become entangled in uncovering a secret history of earth that was meant to be long forgotten."
128327,The Mayor of Casterbridge (2003),Drama,283474,238792,"Adaptation of Thomas Hardy's novel. At a country fair, young hay-trusser Michael Henchard quarrels with his wife Susan, and in a drunken fit decides to auction off his wife and baby to a sailor for five guineas. The next day, realising his loss, he swears not to touch liquor again for as many years as he has lived so far. Eighteen years later, Henchard has become Mayor of Casterbridge, a man well respected but not well liked. The unexpected return of his wife and daughter Elizabeth Jane sets off a turn of events that force him to face the consequences of his selfish impulses and violent temper."
128356,Beck - Öga för öga (1998),(no genres listed),144786,270045,"In this film Beck and his team are trying to find a serial killer, whose victims are spread all over Sweden. An obvious connection is that all the victims are women, and they were all in the same class, and Beck thinks that a scandal back in the past has something to do with the murders. But no one wants to talk about the past and it becomes a struggle to find the perpetrator before the final murder - only one woman is still alive."
